date,nino1+2,nino1+2 anom,year,season,ESOI 3m mean,SAM 3m mean,TNI 3m mean,IODW anom 3m mean,IODW 3m mean,IODE anom 3m mean,IODE 3m mean,DMI anom 3m mean,DMI 3m mean,SOI 3m mean,nino3.4 anom 3m mean,nino3.4 3m mean,nino4 anom 3m mean,nino4 3m mean,nino3 anom 3m mean,nino3 3m mean,nino1+2 anom 3m mean,nino1+2 3m mean,TNI,nino3.4 anom 3m mean,nino3.4 3m mean,nino4 anom 3m mean,nino4 3m mean,nino3 anom 3m mean,nino3 3m mean,nino1+2 anom 3m mean,nino1+2 3m mean,nino3,nino3 anom,nino4,nino4 anom,nino3.4,nino3.4 anom,date,SOI,SOI 3m mean,IODE,IODW,IODE anom,IODW anom,DMI,DMI anom,SAM,ESOI,idck_AR,idck_AR-W,idck_AR-N,idck_AR-E,idck_AR-NW,AR,AR-W,AR-NW,AR-N,AR-E,SPO,SPO-W,SPO-E
1959-04-01,25.66,0.12,1959,2,-0.5333333333333332,-1.8666666666666665,-0.23333333333333317,-0.38666666666666655,28.673333333333336,-0.14666666666666667,29.066666666666666,-0.24000000000000007,-0.39000000000000007,-0.6666666666666589,0.22666666666666643,27.51,-0.23666666666666666,28.146666666666665,-0.10666666666666681,26.956666666666667,-0.0033333333333331696,26.040000000000003,-0.3,0.22666666666666643,27.51,-0.23666666666666666,28.146666666666665,-0.10666666666666681,26.956666666666667,-0.0033333333333331696,26.040000000000003,27.45,-0.13,28.45,-0.18,27.88,0.06,195904.0,3.6,-0.6666666666666589,29.28,29.29,-0.26,-0.51,0.02,-0.25,-2.095,-0.8,,,,,,,,,,,,,
1959-05-01,24.02,-0.39,1959,2,-0.26666666666666655,-2.513,-0.27666666666666656,-0.5566666666666665,28.939999999999998,-0.09333333333333332,29.353333333333335,-0.4633333333333334,-0.41,4.933333333333341,0.006666666666666404,27.683333333333334,-0.25333333333333335,28.37,-0.22333333333333347,27.12,0.023333333333333484,25.503333333333334,0.13,0.006666666666666404,27.683333333333334,-0.25333333333333335,28.37,-0.22333333333333347,27.12,0.023333333333333484,25.503333333333334,26.84,-0.41,28.66,-0.26,27.7,-0.23,195905.0,2.8,4.933333333333341,29.62,28.93,0.02,-0.69,-0.69,-0.71,-3.923,0.0,,,,,,,,,,,,,
1959-06-01,22.5,-0.63,1959,3,-0.3333333333333332,-2.481666666666667,0.0033333333333334845,-0.6666666666666666,28.626666666666665,-0.11333333333333333,29.36,-0.5533333333333333,-0.73,0.03333333333334091,-0.1733333333333336,27.650000000000002,-0.29666666666666663,28.543333333333333,-0.36333333333333345,26.786666666666665,-0.2999999999999999,24.060000000000002,0.18,-0.1733333333333336,27.650000000000002,-0.29666666666666663,28.543333333333333,-0.36333333333333345,26.786666666666665,-0.2999999999999999,24.060000000000002,26.07,-0.55,28.52,-0.45,27.37,-0.35,195906.0,-6.3,0.03333333333334091,29.18,27.66,-0.1,-0.8,-1.52,-0.7,-1.427,-0.2,,,,,,,,,,,,,
1959-07-01,21.39,-0.57,1959,3,-0.16666666666666652,-2.054,0.08333333333333347,-0.8166666666666665,27.743333333333336,-0.1633333333333333,29.066666666666666,-0.6533333333333334,-1.3233333333333333,-2.8333333333333255,-0.48000000000000026,27.17,-0.4466666666666667,28.483333333333334,-0.6066666666666668,25.953333333333333,-0.5299999999999998,22.636666666666667,-0.06000000000000005,-0.48000000000000026,27.17,-0.4466666666666667,28.483333333333334,-0.6066666666666668,25.953333333333333,-0.5299999999999998,22.636666666666667,24.95,-0.86,28.27,-0.63,26.44,-0.86,195907.0,-5.0,-2.8333333333333255,28.4,26.64,-0.41,-0.96,-1.76,-0.55,-0.812,-0.3,,,,,,,,,,,,,
1959-08-01,19.99,-1.01,1959,3,-0.16666666666666652,-1.0883333333333332,0.19666666666666677,-0.8433333333333333,26.98,-0.20999999999999996,28.613333333333333,-0.6333333333333334,-1.6366666666666667,-5.433333333333326,-0.6600000000000003,26.633333333333336,-0.54,28.346666666666668,-0.7600000000000001,25.09,-0.7366666666666665,21.293333333333333,0.47,-0.6600000000000003,26.633333333333336,-0.54,28.346666666666668,-0.7600000000000001,25.09,-0.7366666666666665,21.293333333333333,24.25,-0.87,28.25,-0.54,26.09,-0.77,195908.0,-5.0,-5.433333333333326,28.26,26.64,-0.12,-0.77,-1.63,-0.65,-1.026,0.0,,,,,,,,,,,,,
1959-09-01,20.11,-0.61,1959,4,-0.1333333333333332,-0.7566666666666665,0.15333333333333343,-0.7799999999999999,26.786666666666665,-0.21666666666666665,28.236666666666668,-0.5633333333333335,-1.4533333333333331,-3.266666666666659,-0.8100000000000002,26.150000000000002,-0.5766666666666667,28.24,-0.8200000000000002,24.456666666666667,-0.7299999999999999,20.496666666666666,0.04999999999999993,-0.8100000000000002,26.150000000000002,-0.5766666666666667,28.24,-0.8200000000000002,24.456666666666667,-0.7299999999999999,20.496666666666666,24.17,-0.73,28.2,-0.56,25.92,-0.8,195909.0,0.2,-3.266666666666659,28.05,27.08,-0.12,-0.61,-0.97,-0.49,-0.432,-0.1,,,,,,,,,,,,,
1959-10-01,20.72,-0.29,1959,4,-0.16666666666666655,-0.5726666666666665,0.12333333333333345,-0.69,27.080000000000002,-0.07999999999999997,28.209999999999997,-0.61,-1.1333333333333335,-0.19999999999999218,-0.6833333333333336,26.083333333333332,-0.5133333333333333,28.25666666666667,-0.6800000000000002,24.319999999999997,-0.6366666666666666,20.27333333333333,-0.15000000000000002,-0.6833333333333336,26.083333333333332,-0.5133333333333333,28.25666666666667,-0.6800000000000002,24.319999999999997,-0.6366666666666666,20.27333333333333,24.54,-0.44,28.32,-0.44,26.24,-0.48,195910.0,4.2,-0.19999999999999218,28.32,27.52,0.0,-0.69,-0.8,-0.69,-0.26,-0.4,,,,,,,,,,,,,
1959-11-01,21.76,0.1,1959,4,-0.09999999999999987,0.15766666666666684,-0.28666666666666657,-0.6533333333333332,27.47,-0.06999999999999998,28.3,-0.5833333333333334,-0.8300000000000001,5.166666666666674,-0.646666666666667,26.066666666666663,-0.5533333333333333,28.186666666666667,-0.5666666666666668,24.426666666666666,-0.2666666666666665,20.863333333333333,-0.76,-0.646666666666667,26.066666666666663,-0.5533333333333333,28.186666666666667,-0.5666666666666668,24.426666666666666,-0.2666666666666665,20.863333333333333,24.57,-0.53,28.04,-0.66,26.04,-0.66,195911.0,11.1,5.166666666666674,28.53,27.81,-0.09,-0.66,-0.72,-0.57,1.165,0.2,,,,,,,,,,,,,
1959-12-01,22.58,-0.23,1959,1,-0.19999999999999987,0.6903333333333336,-0.3966666666666665,-0.6566666666666666,27.676666666666666,-0.06999999999999998,28.486666666666668,-0.5866666666666668,-0.8066666666666666,7.83333333333334,-0.5200000000000002,26.153333333333332,-0.5366666666666667,28.13,-0.48333333333333345,24.62,-0.13999999999999985,21.686666666666667,-0.28,-0.5200000000000002,26.153333333333332,-0.5366666666666667,28.13,-0.48333333333333345,24.62,-0.13999999999999985,21.686666666666667,24.75,-0.48,28.03,-0.51,26.18,-0.42,195912.0,8.2,7.83333333333334,28.61,27.7,-0.12,-0.62,-0.9,-0.5,1.166,-0.4,,,,,,,,,,,,,
1960-01-01,24.23,-0.33,1960,1,0.03333333333333346,1.2733333333333337,-0.4699999999999999,-0.5833333333333331,27.706666666666667,-0.15333333333333332,28.576666666666664,-0.4300000000000001,-0.8633333333333333,6.533333333333339,-0.4533333333333336,26.16333333333333,-0.6233333333333334,27.896666666666665,-0.4500000000000002,24.876666666666665,-0.15333333333333318,22.856666666666666,-0.36999999999999994,-0.4533333333333336,26.16333333333333,-0.6233333333333334,27.896666666666665,-0.4500000000000002,24.876666666666665,-0.15333333333333318,22.856666666666666,25.31,-0.34,27.62,-0.7,26.27,-0.28,196001.0,0.3,6.533333333333339,28.59,27.61,-0.25,-0.47,-0.97,-0.22,1.489,0.3,,,,,,,,,,,,,
1960-02-01,25.68,-0.42,1960,1,0.03333333333333346,0.4013333333333334,-0.3266666666666665,-0.4733333333333332,27.763333333333332,-0.32666666666666666,28.496666666666666,-0.14666666666666672,-0.7266666666666667,2.100000000000007,-0.38666666666666694,26.246666666666666,-0.6533333333333333,27.69666666666667,-0.43000000000000016,25.33,-0.3266666666666665,24.16333333333333,-0.33,-0.38666666666666694,26.246666666666666,-0.6533333333333333,27.69666666666667,-0.43000000000000016,25.33,-0.3266666666666665,24.16333333333333,25.93,-0.47,27.44,-0.75,26.29,-0.46,196002.0,-2.2,2.100000000000007,28.29,27.98,-0.61,-0.33,-0.31,0.28,-1.451,0.2,,,,,,,,,,,,,
1960-03-01,26.24,-0.25,1960,2,0.23333333333333348,0.29600000000000015,-0.33999999999999986,-0.40666666666666657,28.08,-0.33,28.649999999999995,-0.07666666666666672,-0.5666666666666668,1.2333333333333407,-0.34666666666666696,26.513333333333332,-0.6733333333333333,27.603333333333335,-0.38000000000000017,26.036666666666665,-0.3333333333333332,25.38333333333333,-0.31999999999999995,-0.34666666666666696,26.513333333333332,-0.6733333333333333,27.603333333333335,-0.38000000000000017,26.036666666666665,-0.3333333333333332,25.38333333333333,26.87,-0.33,27.75,-0.57,26.98,-0.3,196003.0,5.6,1.2333333333333407,29.07,28.65,-0.13,-0.42,-0.42,-0.29,0.85,0.2,,,,,,,,,,,,,
1960-04-01,24.43,-1.11,1960,2,0.20000000000000015,0.0300000000000001,-0.053333333333333156,-0.4533333333333333,28.606666666666666,-0.24666666666666667,28.96666666666667,-0.2066666666666667,-0.36000000000000004,3.733333333333341,-0.36333333333333356,26.92,-0.6466666666666666,27.733333333333334,-0.41000000000000014,26.650000000000002,-0.5933333333333332,25.45,0.4900000000000001,-0.36333333333333356,26.92,-0.6466666666666666,27.733333333333334,-0.41000000000000014,26.650000000000002,-0.5933333333333332,25.45,27.15,-0.43,28.01,-0.62,27.49,-0.33,196004.0,7.8,3.733333333333341,29.54,29.19,0.0,-0.61,-0.35,-0.61,0.691,0.2,,,,,,,,,,,,,
1960-05-01,23.33,-1.09,1960,2,0.16666666666666682,0.3283333333333334,0.2533333333333336,-0.6,28.896666666666665,-0.049999999999999996,29.396666666666665,-0.55,-0.5,6.200000000000007,-0.2933333333333336,27.38333333333333,-0.5633333333333334,28.060000000000002,-0.4333333333333335,26.91,-0.8166666666666665,24.666666666666668,0.5900000000000001,-0.2933333333333336,27.38333333333333,-0.5633333333333334,28.060000000000002,-0.4333333333333335,26.91,-0.8166666666666665,24.666666666666668,26.71,-0.54,28.42,-0.5,27.68,-0.25,196005.0,5.2,6.200000000000007,29.58,28.85,-0.02,-0.77,-0.73,-0.75,-0.556,0.1,,,,,,,,,,,,,
1960-06-01,21.71,-1.41,1960,3,0.10000000000000013,-0.06633333333333323,0.6166666666666668,-0.6933333333333332,28.600000000000005,-0.11666666666666665,29.356666666666666,-0.5766666666666667,-0.7566666666666667,3.566666666666674,-0.3566666666666669,27.47,-0.5866666666666668,28.253333333333334,-0.5733333333333336,26.573333333333334,-1.2033333333333331,23.156666666666666,0.7699999999999999,-0.3566666666666669,27.47,-0.5866666666666668,28.253333333333334,-0.5733333333333336,26.573333333333334,-1.2033333333333331,23.156666666666666,25.86,-0.75,28.33,-0.64,27.24,-0.49,196006.0,-2.3,3.566666666666674,28.95,27.76,-0.33,-0.7,-1.19,-0.37,-0.334,0.0,,,,,,,,,,,,,
1960-07-01,20.64,-1.32,1960,3,0.10000000000000013,-0.4633333333333332,0.6433333333333335,-0.7533333333333333,27.80666666666667,-0.24,28.99,-0.5133333333333334,-1.1866666666666665,2.5666666666666744,-0.3833333333333336,27.266666666666666,-0.63,28.299999999999997,-0.6266666666666668,25.926666666666666,-1.2733333333333332,21.89333333333333,0.5700000000000001,-0.3833333333333336,27.266666666666666,-0.63,28.299999999999997,-0.6266666666666668,25.926666666666666,-1.2733333333333332,21.89333333333333,25.21,-0.59,28.15,-0.75,26.88,-0.41,196007.0,4.8,2.5666666666666744,28.44,26.81,-0.37,-0.79,-1.64,-0.42,-0.5,0.2,,,,,,,,,,,,,
1960-08-01,19.99,-1.02,1960,3,0.20000000000000015,-0.6633333333333331,0.5466666666666669,-0.7933333333333333,27.03,-0.3,28.52333333333333,-0.4933333333333334,-1.4966666666666668,3.0333333333333408,-0.35000000000000026,26.939999999999998,-0.7033333333333333,28.179999999999996,-0.5566666666666669,25.286666666666665,-1.2499999999999998,20.779999999999998,0.30000000000000004,-0.35000000000000026,26.939999999999998,-0.7033333333333333,28.179999999999996,-0.5566666666666669,25.286666666666665,-1.2499999999999998,20.779999999999998,24.79,-0.33,28.06,-0.72,26.7,-0.15,196008.0,6.6,3.0333333333333408,28.18,26.52,-0.2,-0.89,-1.66,-0.69,-1.156,0.4,,,,,,,,,,,,,
1960-09-01,20.46,-0.27,1960,4,0.3000000000000001,-0.4629999999999998,0.14333333333333353,-0.8166666666666665,26.75,-0.29000000000000004,28.16333333333333,-0.5266666666666667,-1.4166666666666667,6.1000000000000085,-0.28000000000000025,26.673333333333332,-0.7266666666666666,28.086666666666662,-0.4200000000000002,24.856666666666666,-0.87,20.363333333333333,-0.43999999999999995,-0.28000000000000025,26.673333333333332,-0.7266666666666666,28.086666666666662,-0.4200000000000002,24.856666666666666,-0.87,20.363333333333333,24.57,-0.34,28.05,-0.71,26.44,-0.28,196009.0,6.9,6.1000000000000085,27.87,26.92,-0.3,-0.77,-0.95,-0.47,0.267,0.3,1.0,1.0,1.0,1.0,1.0,,,,,,,,
1960-10-01,20.11,-0.91,1960,4,0.3333333333333335,0.23700000000000024,0.056666666666666865,-0.8533333333333332,26.916666666666668,-0.12333333333333331,28.166666666666668,-0.7300000000000001,-1.25,4.266666666666675,-0.3066666666666669,26.453333333333333,-0.6766666666666666,28.090000000000003,-0.5133333333333335,24.49,-0.7333333333333333,20.186666666666667,0.31000000000000005,-0.3066666666666669,26.453333333333333,-0.6766666666666666,28.090000000000003,-0.5133333333333335,24.49,-0.7333333333333333,20.186666666666667,24.11,-0.87,28.16,-0.6,26.22,-0.49,196010.0,-0.7,4.266666666666675,28.45,27.31,0.13,-0.9,-1.14,-1.03,1.6,0.3,,,,,,,,,,,,,
1960-11-01,21.06,-0.6,1960,4,0.3000000000000001,1.2913333333333334,0.030000000000000176,-0.9666666666666665,27.156666666666666,-0.14333333333333334,28.22666666666667,-0.8233333333333334,-1.07,4.466666666666675,-0.4066666666666669,26.30666666666667,-0.5633333333333334,28.176666666666666,-0.7200000000000002,24.28,-0.5933333333333332,20.543333333333333,0.21999999999999997,-0.4066666666666669,26.30666666666667,-0.5633333333333334,28.176666666666666,-0.7200000000000002,24.28,-0.5933333333333332,20.543333333333333,24.16,-0.95,28.32,-0.38,26.26,-0.45,196011.0,7.2,4.466666666666675,28.36,27.24,-0.26,-1.23,-1.12,-0.97,2.007,0.3,,,,,,,,,,,,,
1960-12-01,22.52,-0.29,1960,1,0.3333333333333335,2.373666666666667,0.23000000000000012,-0.8933333333333332,27.439999999999998,-0.016666666666666666,28.539999999999996,-0.8766666666666666,-1.0999999999999999,4.400000000000008,-0.4400000000000002,26.233333333333334,-0.36999999999999994,28.296666666666667,-0.8266666666666668,24.28,-0.5999999999999999,21.23,0.15999999999999998,-0.4400000000000002,26.233333333333334,-0.36999999999999994,28.296666666666667,-0.8266666666666668,24.28,-0.5999999999999999,21.23,24.57,-0.66,28.41,-0.13,26.22,-0.38,196012.0,6.7,4.400000000000008,28.81,27.77,0.08,-0.55,-1.04,-0.63,3.514,0.4,,,,,,,,,,,,,
1961-01-01,24.49,-0.08,1961,1,0.16666666666666677,2.5350000000000006,0.03666666666666681,-0.6833333333333332,27.606666666666666,-0.16,28.569999999999997,-0.5233333333333334,-0.9666666666666668,3.800000000000008,-0.3800000000000003,26.236666666666668,-0.2866666666666667,28.233333333333334,-0.7200000000000002,24.613333333333333,-0.3233333333333332,22.689999999999998,-0.26999999999999996,-0.3800000000000003,26.236666666666668,-0.2866666666666667,28.233333333333334,-0.7200000000000002,24.613333333333333,-0.3233333333333332,22.689999999999998,25.11,-0.55,27.97,-0.35,26.23,-0.31,196101.0,-2.5,3.800000000000008,28.54,27.81,-0.3,-0.27,-0.74,0.03,2.084,-0.2,,,,,,,,,,,,,
1961-02-01,26.56,0.45,1961,1,0.36666666666666686,2.1340000000000003,-0.3233333333333332,-0.4099999999999999,27.826666666666668,-0.22999999999999998,28.593333333333334,-0.18000000000000008,-0.77,3.5000000000000075,-0.2933333333333336,26.336666666666662,-0.29666666666666663,28.05666666666667,-0.47333333333333355,25.293333333333333,0.02666666666666682,24.52333333333333,-0.86,-0.2933333333333336,26.336666666666662,-0.29666666666666663,28.05666666666667,-0.47333333333333355,25.293333333333333,0.02666666666666682,24.52333333333333,26.2,-0.21,27.79,-0.41,26.56,-0.19,196102.0,6.3,3.5000000000000075,28.43,27.9,-0.47,-0.41,-0.53,0.06,0.804,0.9,,,,,,,,,,,,,
1961-03-01,25.76,-0.73,1961,2,1.4802973661668753e-16,1.302666666666667,-0.30999999999999983,-0.35999999999999993,28.126666666666665,-0.5,28.48,0.13999999999999993,-0.36000000000000004,-5.699999999999992,-0.28333333333333355,26.576666666666668,-0.43,27.849999999999998,-0.3833333333333335,26.043333333333333,-0.11999999999999984,25.603333333333335,0.19999999999999996,-0.28333333333333355,26.576666666666668,-0.43,27.849999999999998,-0.3833333333333335,26.043333333333333,-0.11999999999999984,25.603333333333335,26.82,-0.39,27.79,-0.53,26.94,-0.35,196103.0,-20.9,-5.699999999999992,28.47,28.67,-0.73,-0.4,0.19,0.33,1.02,-0.7,,,,,,,,,,,,,
1961-04-01,24.75,-0.78,1961,2,0.16666666666666682,0.7943333333333337,-0.19999999999999984,-0.42999999999999994,28.63,-0.46666666666666673,28.74666666666667,0.03666666666666659,-0.12000000000000001,-1.7333333333333254,-0.33333333333333354,26.953333333333333,-0.5533333333333333,27.830000000000002,-0.2900000000000002,26.776666666666667,-0.3533333333333332,25.69,0.06000000000000005,-0.33333333333333354,26.953333333333333,-0.5533333333333333,27.830000000000002,-0.2900000000000002,26.776666666666667,-0.3533333333333332,25.69,27.31,-0.27,27.91,-0.72,27.36,-0.46,196104.0,9.4,-1.7333333333333254,29.34,29.32,-0.2,-0.48,-0.02,-0.28,0.559,0.3,,,,,,,,,,,,,
1961-05-01,23.49,-0.92,1961,2,1.4802973661668753e-16,0.9346666666666671,0.18000000000000016,-0.5533333333333333,28.94333333333334,-0.45,28.996666666666666,-0.10333333333333339,-0.05666666666666668,-3.3999999999999915,-0.33000000000000024,27.349999999999998,-0.63,27.99333333333333,-0.3100000000000002,27.039999999999996,-0.8099999999999999,24.666666666666668,0.28,-0.33000000000000024,27.349999999999998,-0.63,27.99333333333333,-0.3100000000000002,27.039999999999996,-0.8099999999999999,24.666666666666668,26.99,-0.27,28.28,-0.64,27.75,-0.18,196105.0,1.3,-3.3999999999999915,29.18,28.84,-0.42,-0.78,-0.34,-0.36,1.225,0.4,,,,,,,,,,,,,
1961-06-01,22.15,-0.98,1961,3,0.13333333333333347,-0.00799999999999971,0.2700000000000002,-0.5166666666666666,28.77666666666667,-0.4066666666666667,29.066666666666663,-0.11000000000000004,-0.29000000000000004,2.533333333333341,-0.23333333333333361,27.593333333333334,-0.6233333333333334,28.21666666666667,-0.28666666666666685,26.863333333333333,-0.8933333333333332,23.463333333333328,0.47,-0.23333333333333361,27.593333333333334,-0.6233333333333334,28.21666666666667,-0.28666666666666685,26.863333333333333,-0.8933333333333332,23.463333333333328,26.29,-0.32,28.46,-0.51,27.67,-0.06,196106.0,-3.1,2.533333333333341,28.68,28.17,-0.6,-0.29,-0.51,0.31,-1.808,-0.3,,,,,,,,,,,,,
1961-07-01,20.43,-1.53,1961,3,0.10000000000000014,-0.9149999999999997,0.5233333333333335,-0.36999999999999994,28.189999999999998,-0.65,28.58,0.27999999999999997,-0.39000000000000007,0.13333333333334116,-0.2166666666666669,27.436666666666667,-0.62,28.310000000000002,-0.5200000000000001,26.036666666666665,-1.1433333333333333,22.02333333333333,0.8200000000000001,-0.2166666666666669,27.436666666666667,-0.62,28.310000000000002,-0.5200000000000001,26.036666666666665,-1.1433333333333333,22.02333333333333,24.83,-0.97,28.19,-0.71,26.89,-0.41,196107.0,2.2,0.13333333333334116,27.88,27.56,-0.93,-0.04,-0.32,0.89,-2.162,0.2,,,,,,,,,,,,,
1961-08-01,19.86,-1.14,1961,3,0.13333333333333347,-1.174333333333333,0.5200000000000001,-0.14333333333333326,27.679999999999996,-0.8133333333333335,28.01,0.6699999999999999,-0.33,-0.2666666666666589,-0.3800000000000003,26.916666666666668,-0.6966666666666667,28.19,-0.7733333333333334,25.070000000000004,-1.2166666666666666,20.813333333333333,0.2699999999999999,-0.3800000000000003,26.916666666666668,-0.6966666666666667,28.19,-0.7733333333333334,25.070000000000004,-1.2166666666666666,20.813333333333333,24.09,-1.03,27.92,-0.87,26.19,-0.67,196108.0,0.1,-0.2666666666666589,27.47,27.31,-0.91,-0.1,-0.16,0.81,0.447,0.5,,,,,,,,,,,,,
1961-09-01,19.59,-1.14,1961,4,0.3333333333333335,-0.4949999999999997,0.5100000000000001,-0.11333333333333327,27.453333333333333,-0.9433333333333334,27.51,0.8300000000000001,-0.06000000000000002,1.0333333333333412,-0.6733333333333335,26.286666666666672,-0.7600000000000001,28.05666666666667,-1.126666666666667,24.146666666666665,-1.2699999999999998,19.959999999999997,0.43999999999999995,-0.6733333333333335,26.286666666666672,-0.7600000000000001,28.05666666666667,-1.126666666666667,24.146666666666665,-1.2699999999999998,19.959999999999997,23.52,-1.38,28.06,-0.7,25.78,-0.94,196109.0,0.8,1.0333333333333412,27.18,27.49,-0.99,-0.2,0.3,0.79,0.23,0.3,1.0,1.0,1.0,1.0,1.0,,,,,,,,
1961-10-01,19.97,-1.05,1961,4,0.23333333333333348,0.18333333333333357,0.2766666666666668,-0.05999999999999994,27.709999999999997,-1.0233333333333332,27.266666666666666,0.9633333333333333,0.43999999999999995,-1.366666666666659,-0.8733333333333336,25.893333333333334,-0.8333333333333334,27.936666666666667,-1.2333333333333334,23.766666666666666,-1.1099999999999997,19.80666666666667,0.12,-0.8733333333333336,25.893333333333334,-0.8333333333333334,27.936666666666667,-1.2333333333333334,23.766666666666666,-1.1099999999999997,19.80666666666667,23.69,-1.29,27.83,-0.93,25.71,-1.01,196110.0,-5.0,-1.366666666666659,27.15,28.33,-1.17,0.12,1.18,1.29,-0.127,-0.1,,,,,,,,,,,,,
1961-11-01,20.99,-0.67,1961,4,0.16666666666666682,-0.21666666666666642,0.2066666666666668,-0.1566666666666666,27.966666666666665,-1.0166666666666668,27.353333333333335,0.86,0.6099999999999999,1.000000000000008,-0.8600000000000003,25.853333333333335,-0.7466666666666667,27.993333333333336,-1.1633333333333333,23.830000000000002,-0.9533333333333331,20.183333333333334,0.06000000000000005,-0.8600000000000003,25.853333333333335,-0.7466666666666667,27.993333333333336,-1.1633333333333333,23.830000000000002,-0.9533333333333331,20.183333333333334,24.28,-0.82,28.09,-0.61,26.07,-0.63,196111.0,7.2,1.000000000000008,27.73,28.08,-0.89,-0.39,0.35,0.5,-0.753,0.3,,,,,,,,,,,,,
1961-12-01,21.93,-0.88,1961,1,0.36666666666666686,0.0970000000000002,0.17333333333333348,-0.19333333333333327,28.14,-0.8866666666666667,27.669999999999998,0.6933333333333332,0.47,5.333333333333342,-0.7566666666666669,25.916666666666668,-0.6933333333333334,27.973333333333333,-0.9166666666666666,24.183333333333337,-0.8666666666666666,20.96333333333333,0.33999999999999997,-0.7566666666666669,25.916666666666668,-0.6933333333333334,27.973333333333333,-0.9166666666666666,24.183333333333337,-0.8666666666666666,20.96333333333333,24.58,-0.64,28.0,-0.54,25.97,-0.63,196112.0,13.8,5.333333333333342,28.13,28.01,-0.6,-0.31,-0.12,0.29,1.171,0.9,,,,,,,,,,,,,
1962-01-01,23.83,-0.74,1962,1,0.9000000000000002,0.0010000000000002045,0.16000000000000014,-0.3066666666666666,27.983333333333334,-0.8099999999999999,27.92,0.5033333333333333,0.05999999999999992,12.666666666666677,-0.6166666666666668,26.0,-0.6033333333333334,27.91333333333333,-0.6766666666666667,24.650000000000002,-0.7633333333333331,22.25,0.07999999999999996,-0.6166666666666668,26.0,-0.6033333333333334,27.91333333333333,-0.6766666666666667,24.650000000000002,-0.7633333333333331,22.25,25.09,-0.57,27.65,-0.66,25.96,-0.59,196201.0,17.0,12.666666666666677,27.9,27.86,-0.94,-0.22,-0.05,0.72,-0.415,1.5,,,,,,,,,,,,,
1962-02-01,25.37,-0.73,1962,1,0.9,0.055000000000000236,0.16333333333333344,-0.2666666666666666,27.97,-0.83,27.99333333333333,0.5633333333333334,-0.02666666666666674,12.03333333333334,-0.5966666666666669,26.040000000000003,-0.62,27.73,-0.5500000000000002,25.213333333333335,-0.7833333333333332,23.709999999999997,0.06999999999999995,-0.5966666666666669,26.040000000000003,-0.62,27.73,-0.5500000000000002,25.213333333333335,-0.7833333333333332,23.709999999999997,25.97,-0.44,27.54,-0.66,26.19,-0.57,196202.0,5.3,12.03333333333334,27.95,28.04,-0.95,-0.27,0.09,0.68,-0.591,0.3,,,,,,,,,,,,,
1962-03-01,24.36,-2.13,1962,2,0.8333333333333335,-0.4276666666666665,0.5733333333333334,-0.2566666666666666,28.23,-0.8066666666666666,28.173333333333336,0.5499999999999999,0.053333333333333253,6.966666666666675,-0.5466666666666669,26.316666666666666,-0.6266666666666667,27.649999999999995,-0.5833333333333335,25.843333333333334,-1.2,24.52,1.5699999999999998,-0.5466666666666669,26.316666666666666,-0.6266666666666667,27.649999999999995,-0.5833333333333335,25.843333333333334,-1.2,24.52,26.47,-0.74,27.76,-0.56,26.8,-0.48,196203.0,-1.4,6.966666666666675,28.67,28.79,-0.53,-0.28,0.12,0.25,-0.277,0.7,,,,,,,,,,,,,
1962-04-01,23.16,-2.38,1962,2,0.5666666666666668,-0.2776666666666665,1.1433333333333333,-0.3,28.76,-0.7133333333333334,28.5,0.4133333333333333,0.2599999999999999,1.7000000000000082,-0.5800000000000002,26.706666666666667,-0.6033333333333334,27.78,-0.7666666666666669,26.30333333333333,-1.7466666666666664,24.296666666666667,1.79,-0.5800000000000002,26.706666666666667,-0.6033333333333334,27.78,-0.7666666666666669,26.30333333333333,-1.7466666666666664,24.296666666666667,26.47,-1.12,28.04,-0.59,27.13,-0.69,196204.0,1.2,1.7000000000000082,28.88,29.45,-0.66,-0.35,0.57,0.31,0.035,0.7,,,,,,,,,,,,,
1962-05-01,22.9,-1.51,1962,2,0.8333333333333335,-0.6443333333333332,1.3566666666666667,-0.39666666666666667,29.099999999999998,-0.5033333333333333,28.94333333333333,0.10666666666666659,0.15333333333333324,4.033333333333342,-0.6866666666666669,26.993333333333336,-0.65,27.97,-0.9800000000000001,26.37,-2.0066666666666664,23.47333333333333,0.71,-0.6866666666666669,26.993333333333336,-0.65,27.97,-0.9800000000000001,26.37,-2.0066666666666664,23.47333333333333,26.17,-1.08,28.11,-0.8,27.05,-0.89,196205.0,12.3,4.033333333333342,29.28,29.06,-0.32,-0.56,-0.23,-0.24,-1.691,1.1,,,,,,,,,,,,,
1962-06-01,21.77,-1.35,1962,3,0.8666666666666668,-0.8683333333333332,1.086666666666667,-0.36999999999999994,28.923333333333332,-0.35000000000000003,29.123333333333335,-0.020000000000000073,-0.20000000000000007,6.166666666666676,-0.7433333333333335,27.086666666666662,-0.66,28.176666666666666,-1.05,26.103333333333335,-1.7466666666666668,22.61,0.7600000000000001,-0.7433333333333335,27.086666666666662,-0.66,28.176666666666666,-1.05,26.103333333333335,-1.7466666666666668,22.61,25.67,-0.95,28.38,-0.59,27.08,-0.65,196206.0,5.0,6.166666666666676,29.21,28.26,-0.07,-0.2,-0.94,-0.13,-0.949,0.8,,,,,,,,,,,,,
